,dado,data,partido,variavel
143,95,2003-10-01,PSB,fidelidade_lider
144,3,2003-10-01,PSB,dispersao
145,67,2003-10-01,DEM,rice
146,44,2003-10-01,DEM,num_deputados
147,56,2003-10-01,DEM,governismo
148,86,2003-10-01,DEM,fidelidade_lider
149,12,2003-10-01,DEM,dispersao
150,95,2003-10-01,PCdoB,rice
151,9,2003-10-01,PCdoB,num_deputados
152,97,2003-10-01,PCdoB,governismo
153,98,2003-10-01,PCdoB,fidelidade_lider
154,1,2003-10-01,PCdoB,dispersao
155,0,2003-10-01,PMN,rice
156,1,2003-10-01,PMN,num_deputados
157,100,2003-10-01,PMN,governismo
158,0,2003-10-01,PMN,dispersao
159,73,2003-10-01,PSDB,rice
160,37,2003-10-01,PSDB,num_deputados
161,57,2003-10-01,PSDB,governismo
162,86,2003-10-01,PSDB,fidelidade_lider
163,10,2003-10-01,PSDB,dispersao
164,0,2003-10-01,PSL,rice
165,1,2003-10-01,PSL,num_deputados
166,96,2003-10-01,PSL,governismo
167,100,2003-10-01,PSL,fidelidade_lider
168,0,2003-10-01,PSL,dispersao
169,99,2003-10-01,PRONA,rice
170,5,2003-10-01,PRONA,num_deputados
171,37,2003-10-01,PRONA,governismo
172,1,2003-10-01,PRONA,dispersao
173,81,2003-10-01,PP,rice
174,32,2003-10-01,PP,num_deputados
175,89,2003-10-01,PP,governismo
176,89,2003-10-01,PP,fidelidade_lider
177,7,2003-10-01,PP,dispersao
178,85,2003-10-01,PDT,rice
179,10,2003-10-01,PDT,num_deputados
180,91,2003-10-01,PDT,governismo
181,92,2003-10-01,PDT,fidelidade_lider
182,6,2003-10-01,PDT,dispersao
183,95,2003-10-01,PPS,rice
184,14,2003-10-01,PPS,num_deputados
185,97,2003-10-01,PPS,governismo
186,99,2003-10-01,PPS,fidelidade_lider
187,1,2003-10-01,PPS,dispersao
188,63,2003-10-01,PPB,rice
189,31,2003-10-01,PPB,num_deputados
190,71,2003-10-01,PPB,governismo
191,79,2003-10-01,PPB,fidelidade_lider
192,11,2003-10-01,PPB,dispersao
193,83,2006-11-01,PSC,rice
194,4,2006-11-01,PSC,num_deputados
195,91,2006-11-01,PSC,governismo
196,92,2006-11-01,PSC,fidelidade_lider
197,5,2006-11-01,PSC,dispersao
198,98,2006-11-01,PT,rice
199,65,2006-11-01,PT,num_deputados
200,100,2006-11-01,PT,governismo
201,100,2006-11-01,PT,fidelidade_lider
202,0,2006-11-01,PT,dispersao
203,81,2006-11-01,PMDB,rice
204,50,2006-11-01,PMDB,num_deputados
205,91,2006-11-01,PMDB,governismo
206,95,2006-11-01,PMDB,fidelidade_lider
207,6,2006-11-01,PMDB,dispersao
208,85,2006-11-01,PTB,rice
209,25,2006-11-01,PTB,num_deputados
210,88,2006-11-01,PTB,governismo
211,93,2006-11-01,PTB,fidelidade_lider
212,5,2006-11-01,PTB,dispersao
213,89,2006-11-01,PL,rice
214,22,2006-11-01,PL,num_deputados
215,94,2006-11-01,PL,governismo
216,97,2006-11-01,PL,fidelidade_lider
217,4,2006-11-01,PL,dispersao
218,96,2006-11-01,PV,rice
219,5,2006-11-01,PV,num_deputados
220,77,2006-11-01,PV,governismo
221,97,2006-11-01,PV,fidelidade_lider
222,1,2006-11-01,PV,dispersao
223,81,2006-11-01,PSB,rice
224,19,2006-11-01,PSB,num_deputados
225,90,2006-11-01,PSB,governismo
226,92,2006-11-01,PSB,fidelidade_lider
227,6,2006-11-01,PSB,dispersao
228,96,2006-11-01,PSOL,rice
229,5,2006-11-01,PSOL,num_deputados
230,78,2006-11-01,PSOL,governismo
231,100,2006-11-01,PSOL,fidelidade_lider
232,1,2006-11-01,PSOL,dispersao
233,94,2006-11-01,DEM,rice
234,38,2006-11-01,DEM,num_deputados
235,60,2006-11-01,DEM,governismo
236,98,2006-11-01,DEM,fidelidade_lider
237,3,2006-11-01,DEM,dispersao
238,50,2006-11-01,PRB,rice
239,2,2006-11-01,PRB,num_deputados
240,50,2006-11-01,PRB,governismo
241,0,2006-11-01,PRB,dispersao
242,100,2006-11-01,PCdoB,rice
243,9,2006-11-01,PCdoB,num_deputados
244,90,2006-11-01,PCdoB,governismo
245,100,2006-11-01,PCdoB,fidelidade_lider
246,0,2006-11-01,PCdoB,dispersao
247,97,2006-11-01,PSDB,rice
248,36,2006-11-01,PSDB,num_deputados
249,71,2006-11-01,PSDB,governismo
250,99,2006-11-01,PSDB,fidelidade_lider
251,1,2006-11-01,PSDB,dispersao
252,24,2006-11-01,PRONA,rice
253,1,2006-11-01,PRONA,num_deputados
254,67,2006-11-01,PRONA,governismo
255,0,2006-11-01,PRONA,dispersao
256,81,2006-11-01,PP,rice
257,31,2006-11-01,PP,num_deputados
258,86,2006-11-01,PP,governismo
259,92,2006-11-01,PP,fidelidade_lider
260,6,2006-11-01,PP,dispersao
261,0,2006-11-01,PTC,rice
262,1,2006-11-01,PTC,num_deputados
263,88,2006-11-01,PTC,governismo
264,0,2006-11-01,PTC,dispersao
265,95,2006-11-01,PDT,rice
266,13,2006-11-01,PDT,num_deputados
267,78,2006-11-01,PDT,governismo
268,98,2006-11-01,PDT,fidelidade_lider
269,2,2006-11-01,PDT,dispersao
270,98,2006-11-01,PPS,rice
271,11,2006-11-01,PPS,num_deputados
272,80,2006-11-01,PPS,governismo
273,99,2006-11-01,PPS,fidelidade_lider
274,1,2006-11-01,PPS,dispersao
275,90,2005-03-01,PSC,rice
276,4,2005-03-01,PSC,num_deputados
277,100,2005-03-01,PSC,governismo
278,100,2005-03-01,PSC,fidelidade_lider
279,0,2005-03-01,PSC,dispersao
280,84,2005-03-01,PT,rice
281,66,2005-03-01,PT,num_deputados
282,89,2005-03-01,PT,governismo
283,82,2005-03-01,PT,fidelidade_lider
284,6,2005-03-01,PT,dispersao
285,77,2005-03-01,PMDB,rice
286,52,2005-03-01,PMDB,num_deputados
287,81,2005-03-01,PMDB,governismo
288,86,2005-03-01,PMDB,fidelidade_lider
289,8,2005-03-01,PMDB,dispersao
290,79,2005-03-01,PTB,rice
291,32,2005-03-01,PTB,num_deputados
292,82,2005-03-01,PTB,governismo
293,91,2005-03-01,PTB,fidelidade_lider
294,8,2005-03-01,PTB,dispersao
295,88,2005-03-01,PL,rice
296,29,2005-03-01,PL,num_deputados
297,88,2005-03-01,PL,governismo
298,96,2005-03-01,PL,fidelidade_lider
299,4,2005-03-01,PL,dispersao
300,82,2005-03-01,PV,rice
301,4,2005-03-01,PV,num_deputados
302,74,2005-03-01,PV,governismo
303,90,2005-03-01,PV,fidelidade_lider
304,5,2005-03-01,PV,dispersao
305,88,2005-03-01,PSB,rice
306,11,2005-03-01,PSB,num_deputados
307,90,2005-03-01,PSB,governismo
308,92,2005-03-01,PSB,fidelidade_lider
309,4,2005-03-01,PSB,dispersao
310,90,2005-03-01,DEM,rice
311,38,2005-03-01,DEM,num_deputados
312,68,2005-03-01,DEM,governismo
313,96,2005-03-01,DEM,fidelidade_lider
314,3,2005-03-01,DEM,dispersao
315,94,2005-03-01,PCdoB,rice
316,7,2005-03-01,PCdoB,num_deputados
317,79,2005-03-01,PCdoB,governismo
318,91,2005-03-01,PCdoB,fidelidade_lider
319,0,2005-03-01,PCdoB,dispersao
320,87,2005-03-01,PSDB,rice
321,32,2005-03-01,PSDB,num_deputados
322,68,2005-03-01,PSDB,governismo
323,93,2005-03-01,PSDB,fidelidade_lider
324,5,2005-03-01,PSDB,dispersao
325,0,2005-03-01,PSL,rice
326,1,2005-03-01,PSL,num_deputados
327,94,2005-03-01,PSL,governismo
328,100,2005-03-01,PSL,fidelidade_lider
329,0,2005-03-01,PSL,dispersao
330,63,2005-03-01,PRONA,rice
331,2,2005-03-01,PRONA,num_deputados
332,43,2005-03-01,PRONA,governismo
333,0,2005-03-01,PRONA,dispersao
334,86,2005-03-01,PP,rice
335,33,2005-03-01,PP,num_deputados
336,86,2005-03-01,PP,governismo
337,92,2005-03-01,PP,fidelidade_lider
338,6,2005-03-01,PP,dispersao
339,86,2005-03-01,PDT,rice
340,8,2005-03-01,PDT,num_deputados
341,82,2005-03-01,PDT,governismo
342,89,2005-03-01,PDT,fidelidade_lider
343,5,2005-03-01,PDT,dispersao
344,91,2005-03-01,PPS,rice
345,15,2005-03-01,PPS,num_deputados
346,86,2005-03-01,PPS,governismo
347,97,2005-03-01,PPS,fidelidade_lider
348,4,2005-03-01,PPS,dispersao
349,99,2003-05-01,PT,rice
350,77,2003-05-01,PT,num_deputados
351,100,2003-05-01,PT,governismo
352,100,2003-05-01,PT,fidelidade_lider
353,0,2003-05-01,PT,dispersao
354,86,2003-05-01,PMDB,rice
355,49,2003-05-01,PMDB,num_deputados
356,84,2003-05-01,PMDB,governismo
357,95,2003-05-01,PMDB,fidelidade_lider
358,6,2003-05-01,PMDB,dispersao
359,0,2003-05-01,PST,rice
360,1,2003-05-01,PST,num_deputados
361,100,2003-05-01,PST,governismo
362,0,2003-05-01,PST,dispersao
363,97,2003-05-01,PTB,rice
364,34,2003-05-01,PTB,num_deputados
365,99,2003-05-01,PTB,governismo
366,100,2003-05-01,PTB,fidelidade_lider
367,1,2003-05-01,PTB,dispersao
368,95,2003-05-01,PL,rice
369,25,2003-05-01,PL,num_deputados
370,98,2003-05-01,PL,governismo
371,98,2003-05-01,PL,fidelidade_lider
372,2,2003-05-01,PL,dispersao
373,74,2003-05-01,PV,rice
374,5,2003-05-01,PV,num_deputados
375,80,2003-05-01,PV,governismo
376,89,2003-05-01,PV,fidelidade_lider
377,9,2003-05-01,PV,dispersao
378,95,2003-05-01,PSB,rice
379,21,2003-05-01,PSB,num_deputados
380,98,2003-05-01,PSB,governismo
381,96,2003-05-01,PSB,fidelidade_lider
382,2,2003-05-01,PSB,dispersao
383,78,2003-05-01,DEM,rice
384,55,2003-05-01,DEM,num_deputados
385,52,2003-05-01,DEM,governismo
386,91,2003-05-01,DEM,fidelidade_lider
387,9,2003-05-01,DEM,dispersao
388,99,2003-05-01,PCdoB,rice
389,10,2003-05-01,PCdoB,num_deputados
390,100,2003-05-01,PCdoB,governismo
391,100,2003-05-01,PCdoB,fidelidade_lider
392,0,2003-05-01,PCdoB,dispersao
393,48,2003-05-01,PMN,rice
394,2,2003-05-01,PMN,num_deputados
395,100,2003-05-01,PMN,governismo
396,0,2003-05-01,PMN,dispersao
397,81,2003-05-01,PSDB,rice
398,45,2003-05-01,PSDB,num_deputados
399,60,2003-05-01,PSDB,governismo
400,90,2003-05-01,PSDB,fidelidade_lider
401,7,2003-05-01,PSDB,dispersao
402,94,2003-05-01,PRONA,rice
403,5,2003-05-01,PRONA,num_deputados
404,47,2003-05-01,PRONA,governismo
405,2,2003-05-01,PRONA,dispersao
406,88,2003-05-01,PDT,rice
407,12,2003-05-01,PDT,num_deputados
408,92,2003-05-01,PDT,governismo
409,95,2003-05-01,PDT,fidelidade_lider
410,4,2003-05-01,PDT,dispersao
411,96,2003-05-01,PPS,rice
412,17,2003-05-01,PPS,num_deputados
413,97,2003-05-01,PPS,governismo
414,100,2003-05-01,PPS,fidelidade_lider
415,1,2003-05-01,PPS,dispersao
416,74,2003-05-01,PPB,rice
417,32,2003-05-01,PPB,num_deputados
418,65,2003-05-01,PPB,governismo
419,83,2003-05-01,PPB,fidelidade_lider
420,9,2003-05-01,PPB,dispersao
421,86,2006-05-01,PSC,rice
422,5,2006-05-01,PSC,num_deputados
423,88,2006-05-01,PSC,governismo
424,95,2006-05-01,PSC,fidelidade_lider
425,4,2006-05-01,PSC,dispersao
426,95,2006-05-01,PT,rice
427,63,2006-05-01,PT,num_deputados
428,95,2006-05-01,PT,governismo
429,98,2006-05-01,PT,fidelidade_lider
430,2,2006-05-01,PT,dispersao
431,80,2006-05-01,PMDB,rice
432,56,2006-05-01,PMDB,num_deputados
433,83,2006-05-01,PMDB,governismo
434,92,2006-05-01,PMDB,fidelidade_lider
435,7,2006-05-01,PMDB,dispersao
436,88,2006-05-01,PTB,rice
437,30,2006-05-01,PTB,num_deputados
438,87,2006-05-01,PTB,governismo
439,96,2006-05-01,PTB,fidelidade_lider
440,5,2006-05-01,PTB,dispersao
441,93,2006-05-01,PL,rice
442,26,2006-05-01,PL,num_deputados
443,90,2006-05-01,PL,governismo
444,98,2006-05-01,PL,fidelidade_lider
445,3,2006-05-01,PL,dispersao
446,88,2006-05-01,PV,rice
447,5,2006-05-01,PV,num_deputados
448,68,2006-05-01,PV,governismo
449,95,2006-05-01,PV,fidelidade_lider
450,4,2006-05-01,PV,dispersao
451,51,2006-05-01,PMR,rice
452,2,2006-05-01,PMR,num_deputados
453,84,2006-05-01,PMR,governismo
454,1,2006-05-01,PMR,dispersao
455,87,2006-05-01,PSB,rice
456,22,2006-05-01,PSB,num_deputados
457,91,2006-05-01,PSB,governismo
458,96,2006-05-01,PSB,fidelidade_lider
459,5,2006-05-01,PSB,dispersao
460,94,2006-05-01,PSOL,rice
461,6,2006-05-01,PSOL,num_deputados
462,67,2006-05-01,PSOL,governismo
463,98,2006-05-01,PSOL,fidelidade_lider
464,2,2006-05-01,PSOL,dispersao
465,92,2006-05-01,DEM,rice
466,42,2006-05-01,DEM,num_deputados
467,56,2006-05-01,DEM,governismo
468,97,2006-05-01,DEM,fidelidade_lider
469,3,2006-05-01,DEM,dispersao
470,50,2006-05-01,PRB,rice
471,2,2006-05-01,PRB,num_deputados
472,50,2006-05-01,PRB,governismo
473,0,2006-05-01,PRB,dispersao
474,98,2006-05-01,PCdoB,rice
475,8,2006-05-01,PCdoB,num_deputados
476,90,2006-05-01,PCdoB,governismo
477,100,2006-05-01,PCdoB,fidelidade_lider
478,1,2006-05-01,PCdoB,dispersao
479,94,2006-05-01,PSDB,rice
480,38,2006-05-01,PSDB,num_deputados
481,55,2006-05-01,PSDB,governismo
482,99,2006-05-01,PSDB,fidelidade_lider
483,2,2006-05-01,PSDB,dispersao
484,56,2006-05-01,PRONA,rice
485,2,2006-05-01,PRONA,num_deputados
486,64,2006-05-01,PRONA,governismo
487,1,2006-05-01,PRONA,dispersao
488,84,2006-05-01,PP,rice
489,36,2006-05-01,PP,num_deputados
490,84,2006-05-01,PP,governismo
491,94,2006-05-01,PP,fidelidade_lider
492,6,2006-05-01,PP,dispersao
493,0,2006-05-01,PTC,rice
494,1,2006-05-01,PTC,num_deputados
495,85,2006-05-01,PTC,governismo
496,0,2006-05-01,PTC,dispersao
497,92,2006-05-01,PDT,rice
498,15,2006-05-01,PDT,num_deputados
499,72,2006-05-01,PDT,governismo
500,98,2006-05-01,PDT,fidelidade_lider
501,3,2006-05-01,PDT,dispersao
502,94,2006-05-01,PPS,rice
503,12,2006-05-01,PPS,num_deputados
504,69,2006-05-01,PPS,governismo
505,98,2006-05-01,PPS,fidelidade_lider
506,3,2006-05-01,PPS,dispersao
507,91,2012-04-01,PSC,rice
508,11,2012-04-01,PSC,num_deputados
509,83,2012-04-01,PSC,governismo
510,98,2012-04-01,PSC,fidelidade_lider
511,1,2012-04-01,PSC,dispersao
512,98,2012-04-01,PT,rice
513,67,2012-04-01,PT,num_deputados
514,98,2012-04-01,PT,governismo
515,98,2012-04-01,PT,fidelidade_lider
516,1,2012-04-01,PT,dispersao
517,94,2012-04-01,PMDB,rice
518,57,2012-04-01,PMDB,num_deputados
519,90,2012-04-01,PMDB,governismo
520,98,2012-04-01,PMDB,fidelidade_lider
521,2,2012-04-01,PMDB,dispersao
522,87,2012-04-01,PSD,rice
523,36,2012-04-01,PSD,num_deputados
524,87,2012-04-01,PSD,governismo
525,98,2012-04-01,PSD,fidelidade_lider
526,4,2012-04-01,PSD,dispersao
527,0,2012-04-01,PRP,rice
528,1,2012-04-01,PRP,num_deputados
529,81,2012-04-01,PRP,governismo
530,100,2012-04-01,PRP,fidelidade_lider
531,0,2012-04-01,PRP,dispersao
532,86,2012-04-01,PTB,rice
533,14,2012-04-01,PTB,num_deputados
534,86,2012-04-01,PTB,governismo
535,95,2012-04-01,PTB,fidelidade_lider
536,5,2012-04-01,PTB,dispersao
537,79,2012-04-01,PV,rice
538,8,2012-04-01,PV,num_deputados
539,87,2012-04-01,PV,governismo
540,80,2012-04-01,PV,fidelidade_lider
541,7,2012-04-01,PV,dispersao
542,87,2012-04-01,PSB,rice
543,23,2012-04-01,PSB,num_deputados
544,91,2012-04-01,PSB,governismo
545,95,2012-04-01,PSB,fidelidade_lider
546,4,2012-04-01,PSB,dispersao
547,94,2012-04-01,PSOL,rice
548,3,2012-04-01,PSOL,num_deputados
549,32,2012-04-01,PSOL,governismo
550,97,2012-04-01,PSOL,fidelidade_lider
551,1,2012-04-01,PSOL,dispersao
552,4,2012-04-01,PHS,rice
553,1,2012-04-01,PHS,num_deputados
554,88,2012-04-01,PHS,governismo
555,93,2012-04-01,PHS,fidelidade_lider
556,1,2012-04-01,PHS,dispersao
557,83,2012-04-01,PR,rice
558,26,2012-04-01,PR,num_deputados
559,80,2012-04-01,PR,governismo
560,90,2012-04-01,PR,fidelidade_lider
561,7,2012-04-01,PR,dispersao
562,76,2012-04-01,DEM,rice
563,18,2012-04-01,DEM,num_deputados
564,50,2012-04-01,DEM,governismo
565,90,2012-04-01,DEM,fidelidade_lider
566,8,2012-04-01,DEM,dispersao
567,98,2012-04-01,PRB,rice
568,8,2012-04-01,PRB,num_deputados
569,93,2012-04-01,PRB,governismo
570,99,2012-04-01,PRB,fidelidade_lider
571,0,2012-04-01,PRB,dispersao
572,96,2012-04-01,PCdoB,rice
573,10,2012-04-01,PCdoB,num_deputados
574,95,2012-04-01,PCdoB,governismo
575,99,2012-04-01,PCdoB,fidelidade_lider
576,1,2012-04-01,PCdoB,dispersao
577,58,2012-04-01,PMN,rice
578,2,2012-04-01,PMN,num_deputados
579,86,2012-04-01,PMN,governismo
580,10,2012-04-01,PMN,fidelidade_lider
581,1,2012-04-01,PMN,dispersao
582,85,2012-04-01,PSDB,rice
583,33,2012-04-01,PSDB,num_deputados
584,47,2012-04-01,PSDB,governismo
585,96,2012-04-01,PSDB,fidelidade_lider
586,5,2012-04-01,PSDB,dispersao
587,0,2012-04-01,PRTB,rice
588,1,2012-04-01,PRTB,num_deputados
589,96,2012-04-01,PRTB,governismo
590,23,2012-04-01,PRTB,fidelidade_lider
591,0,2012-04-01,PRTB,dispersao
592,0,2012-04-01,PSL,rice
593,1,2012-04-01,PSL,num_deputados
594,88,2012-04-01,PSL,governismo
595,90,2012-04-01,PSL,fidelidade_lider
596,0,2012-04-01,PSL,dispersao
597,89,2012-04-01,PP,rice
598,27,2012-04-01,PP,num_deputados
599,91,2012-04-01,PP,governismo
600,97,2012-04-01,PP,fidelidade_lider
601,5,2012-04-01,PP,dispersao
602,0,2012-04-01,PTC,rice
603,1,2012-04-01,PTC,num_deputados
604,97,2012-04-01,PTC,governismo
605,94,2012-04-01,PTC,fidelidade_lider
606,0,2012-04-01,PTC,dispersao
607,75,2012-04-01,PDT,rice
608,20,2012-04-01,PDT,num_deputados
609,83,2012-04-01,PDT,governismo
610,93,2012-04-01,PDT,fidelidade_lider
611,8,2012-04-01,PDT,dispersao
612,63,2012-04-01,PTdoB,rice
613,2,2012-04-01,PTdoB,num_deputados
614,80,2012-04-01,PTdoB,governismo
615,96,2012-04-01,PTdoB,fidelidade_lider
616,2,2012-04-01,PTdoB,dispersao
617,76,2012-04-01,PPS,rice
618,7,2012-04-01,PPS,num_deputados
619,54,2012-04-01,PPS,governismo
620,93,2012-04-01,PPS,fidelidade_lider
621,8,2012-04-01,PPS,dispersao
622,69,2015-03-01,PSC,rice
623,9,2015-03-01,PSC,num_deputados
624,53,2015-03-01,PSC,governismo
625,72,2015-03-01,PSC,fidelidade_lider
626,11,2015-03-01,PSC,dispersao
627,92,2015-03-01,PT,rice
628,50,2015-03-01,PT,num_deputados
629,95,2015-03-01,PT,governismo
630,97,2015-03-01,PT,fidelidade_lider
631,3,2015-03-01,PT,dispersao
632,78,2015-03-01,PMDB,rice
633,50,2015-03-01,PMDB,num_deputados
634,60,2015-03-01,PMDB,governismo
635,93,2015-03-01,PMDB,fidelidade_lider
636,7,2015-03-01,PMDB,dispersao
637,72,2015-03-01,PSD,rice
638,24,2015-03-01,PSD,num_deputados
639,73,2015-03-01,PSD,governismo
640,91,2015-03-01,PSD,fidelidade_lider
641,10,2015-03-01,PSD,dispersao
642,88,2015-03-01,PRP,rice
643,3,2015-03-01,PRP,num_deputados
644,71,2015-03-01,PRP,governismo
645,94,2015-03-01,PRP,fidelidade_lider
646,3,2015-03-01,PRP,dispersao
647,54,2015-03-01,PTB,rice
648,19,2015-03-01,PTB,num_deputados
649,61,2015-03-01,PTB,governismo
650,82,2015-03-01,PTB,fidelidade_lider
651,15,2015-03-01,PTB,dispersao
652,69,2015-03-01,PV,rice
653,6,2015-03-01,PV,num_deputados
654,55,2015-03-01,PV,governismo
655,87,2015-03-01,PV,fidelidade_lider
656,11,2015-03-01,PV,dispersao
657,76,2015-03-01,PSB,rice
658,26,2015-03-01,PSB,num_deputados
659,59,2015-03-01,PSB,governismo
660,90,2015-03-01,PSB,fidelidade_lider
661,9,2015-03-01,PSB,dispersao
662,93,2015-03-01,PSOL,rice
663,4,2015-03-01,PSOL,num_deputados
664,61,2015-03-01,PSOL,governismo
665,98,2015-03-01,PSOL,fidelidade_lider
666,3,2015-03-01,PSOL,dispersao
667,92,2015-03-01,PHS,rice
668,4,2015-03-01,PHS,num_deputados
669,57,2015-03-01,PHS,governismo
670,94,2015-03-01,PHS,fidelidade_lider
671,3,2015-03-01,PHS,dispersao
672,84,2015-03-01,PR,rice
673,21,2015-03-01,PR,num_deputados
674,78,2015-03-01,PR,governismo
675,95,2015-03-01,PR,fidelidade_lider
676,6,2015-03-01,PR,dispersao
677,65,2015-03-01,PSDC,rice
678,2,2015-03-01,PSDC,num_deputados
679,60,2015-03-01,PSDC,governismo
680,74,2015-03-01,PSDC,fidelidade_lider
681,4,2015-03-01,PSDC,dispersao
682,88,2015-03-01,DEM,rice
